Energy_Consumed,Production_Output,Renewable_Energy_Usage,Equipment_Age,Maintenance_Frequency,Operator_Training,Downtime_Hours,Automation_Level,Industry_Type,Region,Efficiency_Class
2427.539665932828,67.02995370746828,18.98747551747098,10,4,Basic,2.1525544876786507,Low,Manufacturing,East,High
3671.616026719574,73.1731158976566,48.85688427019258,8,2,Intermediate,23.59353004568462,Low,Mining,South,Low
3538.7286526588273,93.48052513329745,28.97971787779503,17,6,Advanced,0.5030613638489001,Medium,Technology,West,Medium
1740.1883732220103,20.763872208560304,31.25597635531118,13,2,Basic,25.39424974249159,High,Technology,South,Medium
2227.4270957644376,38.97599800192242,28.275507947597443,16,3,Basic,11.164747040942466,High,Manufacturing,East,Low
2722.1707909689694,85.48048716606867,55.67823357623384,17,4,Basic,17.41557894363647,High,Manufacturing,North,High
3753.4256167114545,49.21936099038244,70.95624134940218,14,3,Intermediate,10.32889337304319,Medium,Manufacturing,South,Low
2418.0706852645108,78.92641824121635,76.15146650964329,3,5,Basic,9.929682376293666,Medium,Manufacturing,South,High
2017.429999233876,91.18468197347131,68.08512167141585,2,3,Intermediate,4.749650060660899,High,Manufacturing,East,High
2833.7305382463655,90.53697690352902,30.0723623474665,3,1,Basic,20.17331075952431,Low,Technology,East,Low
2734.229560818252,72.71252289501012,19.484538719591136,14,3,Basic,6.445446744417955,High,Manufacturing,West,Low
3064.442200230731,51.50937106060818,76.3749062708436,6,5,Advanced,35.76555722726227,Low,Technology,South,High
3542.1999309653206,87.69495853578212,14.099380296534932,2,1,Basic,17.295469281772643,High,Technology,West,High
1750.6316109330573,56.94382152764128,66.84024826570945,4,8,Intermediate,11.83337128171297,High,Mining,East,Medium
3216.308312486532,60.35904604258967,14.698296730138676,5,3,Basic,16.281692854617607,Medium,Technology,East,Low
1189.4602701227464,89.16973984261347,11.73284760624134,4,2,Basic,33.37553910206715,Low,Mining,North,Low
1380.7493078288257,26.853164516427746,38.60083018193666,2,6,Advanced,27.45916660389891,Low,Technology,East,High
4885.423666885826,57.642245427387614,29.49165700880588,7,7,Basic,35.96496328076546,Low,Technology,South,Medium
2443.5151101763827,36.70803435186723,61.96543806934545,14,1,Basic,18.81530188731372,Medium,Technology,North,Medium
3999.0364409829303,17.304995759762893,54.18164675812525,19,11,Intermediate,23.82010931254746,Medium,Mining,West,Low
4879.428262292333,86.41672477716021,21.83580149528458,4,6,Advanced,15.14046352661345,High,Technology,West,High
1644.5330628639083,86.24247521507351,49.92162153254518,14,4,Advanced,4.78813644517091,Medium,Technology,North,High
2877.2624906135934,43.89659235934165,46.920350597431614,5,9,Intermediate,31.52860488621034,High,Technology,East,Medium
4396.337684823177,34.12712028440974,45.58845797665398,19,1,Intermediate,1.2946982700095466,Low,Mining,North,Low
1944.305727930074,18.505813627839423,65.32258948410163,6,9,Basic,29.688648607845955,Low,Manufacturing,West,High
3085.926183654555,94.92913798728729,46.731068383275904,17,10,Advanced,21.970766845784357,Medium,Mining,West,Medium
3315.0237781914725,57.00687242977701,49.03791963905242,4,10,Basic,19.883850250680016,Low,Mining,South,High
3948.052521716783,81.2509308771014,59.94513246500587,15,2,Advanced,7.680380613463935,Medium,Technology,North,Medium
2540.6423574847454,12.756282251669965,32.0249095857427,5,1,Basic,14.494414211860093,High,Manufacturing,South,Medium
2839.409395781901,55.686349526383616,68.59405181861939,1,3,Advanced,31.219960262102813,Low,Manufacturing,South,Low
3392.8162543856215,30.86681039477896,71.31898332228579,6,5,Intermediate,23.74972036586035,Medium,Manufacturing,North,Low
1186.2080501693529,71.53208812608352,45.49236934434396,18,4,Advanced,12.855816521430539,Medium,Technology,East,High
4036.2010392840753,80.56500722121896,74.19640115739828,16,7,Advanced,34.53448337634114,Medium,Technology,North,Medium
1078.5646803765987,76.73445411571673,62.06152847505664,18,8,Advanced,15.445578899317486,Medium,Technology,North,High
4368.434632688179,57.0698033812764,68.84502542800669,14,10,Basic,0.944348784462874,Low,Technology,East,Medium
1597.817901458483,88.3372377362749,22.35704070251279,8,10,Intermediate,11.163425287431608,High,Technology,East,High
1722.9053304528993,30.863320633195542,47.00970599485604,11,10,Intermediate,8.496939442970803,Medium,Manufacturing,North,High
4389.047733720085,89.44899440140287,37.78468854427422,8,5,Basic,37.93303108106635,High,Technology,North,Medium
4259.313681193452,96.6488227885725,36.755841373979415,5,7,Intermediate,29.752089842244068,Medium,Mining,West,Medium
2353.042122564005,52.957236769545375,31.970318657366807,18,9,Advanced,31.248523298874872,Medium,Manufacturing,South,High
3559.476639475192,14.884346454698782,40.04847394444,8,9,Advanced,15.18695234578173,Medium,Mining,East,High
3653.2715318049004,19.71350145849319,68.86016580260467,16,6,Intermediate,25.04176327428089,Low,Manufacturing,East,Low
1562.5476064501772,62.475537817047766,37.52381120130117,14,11,Intermediate,16.5461516920625,Low,Mining,South,Medium
2608.710609286777,76.88154921226612,71.31738574731907,8,5,Basic,30.38085871306609,Low,Mining,East,Medium
2286.5085955885593,16.52669789234635,37.20113113270032,18,1,Intermediate,12.808966501389865,Low,Technology,North,High
3724.3767856476416,80.50034622021205,76.42960902712039,5,7,Intermediate,14.025599753139293,Low,Technology,South,Low
2763.2409350547373,48.55971897543376,30.33280850452412,18,10,Basic,4.905654607733494,Medium,Technology,North,Medium
1319.5400328356488,66.66114673456025,51.94838613831723,12,8,Intermediate,28.668097686185234,Medium,Mining,West,Medium
4427.2833591269255,74.3016866422542,16.982487274926733,18,3,Intermediate,32.54153061276025,High,Manufacturing,West,Low
4317.664184753026,98.86045259777178,40.72481854372211,7,3,Basic,30.407738336042215,Medium,Mining,South,Medium
2866.586166524357,58.59417308078176,57.553416305707685,2,2,Basic,33.14223126298488,Low,Mining,South,Medium
4597.210826366321,79.54071857817434,37.7534729486098,9,4,Basic,34.92877887731483,Medium,Manufacturing,East,Medium
1862.6732522239683,87.37966851365697,28.6559691619212,2,4,Advanced,30.633798518407893,Medium,Mining,West,Medium
2922.4811126181376,25.547497120489705,66.84154957434151,2,10,Intermediate,1.7551409986342748,Low,Manufacturing,South,Medium
1076.2603619560361,46.716645788194896,38.952388742653525,16,5,Advanced,35.31816580685403,Low,Manufacturing,North,Medium
3569.747655423656,79.88474720741182,12.199376470827806,6,3,Intermediate,31.733107822029094,High,Mining,South,High
4063.736636311424,21.402604640488974,58.21062605548468,14,10,Intermediate,11.540985262229855,Low,Manufacturing,South,Medium
2917.4623325803022,65.5300668605643,49.423386215712476,9,9,Advanced,37.60086302440066,Low,Technology,West,Low
2418.824288212313,79.42561524640998,27.771422895562893,3,2,Intermediate,26.52671734979316,High,Technology,South,High
2927.754906496474,72.49582459243696,38.4748598427565,7,4,Intermediate,4.36506425013321,High,Technology,South,Low
1733.6069888634072,17.096238204119594,45.00039566279952,5,8,Advanced,35.48373916039755,Low,Technology,North,High
2999.1398942573664,46.91374131546768,31.02347230505304,16,9,Advanced,0.7098402383321645,Low,Technology,South,Low
3290.0111920667837,96.69505788381296,16.946757977178677,19,2,Advanced,32.47245199986405,High,Technology,South,High
1332.3895681857155,24.089085605159095,60.60905324502766,6,8,Basic,6.753372646368221,Medium,Manufacturing,South,High
3644.911716814636,79.21839714655852,78.4587131606209,12,11,Basic,26.609928740534656,Low,Mining,West,Low
1562.0185543456762,76.08809287662933,51.885891389164165,13,10,Basic,23.9375281877868,Low,Technology,West,Low
1473.508615282472,99.5403587519693,73.63573661350563,12,10,Basic,26.59585387518934,Medium,Technology,North,High
3402.3632136190176,60.691990495923555,35.609198729469334,2,9,Basic,5.742026378598517,Low,Mining,East,Low
3142.300194666313,88.61758176773927,30.04445002560826,18,8,Advanced,29.501747712489074,Low,Mining,East,Low
4493.240917677843,18.634404047001674,56.26986470536542,9,4,Advanced,5.877889657217716,Medium,Manufacturing,West,Low
1070.719102558018,65.71408701615442,47.21744347533012,1,10,Advanced,13.362199505970974,Low,Manufacturing,North,Medium
1942.4124353631278,47.59147908951796,74.26800937865447,10,7,Basic,33.28099844428753,Medium,Manufacturing,North,Medium
4321.279436034942,91.217113843864,57.78079253980325,14,2,Basic,9.488173921965641,Medium,Technology,South,Low
4366.947075471047,54.54417826902314,22.84722509723162,1,6,Basic,25.156330716275455,Medium,Mining,West,Low
4867.614956459925,63.74761229849555,75.2930172726351,15,4,Advanced,13.32749892287293,High,Technology,South,Medium
3617.641758771476,65.59056970327879,16.30699033522903,13,9,Basic,1.6491335651969985,Medium,Mining,North,Medium
3405.6791683876336,79.65733087868702,35.056268017600814,4,4,Advanced,19.264533322627287,Medium,Technology,East,Low
3945.800988231222,78.36231565562761,61.33520373835646,17,5,Intermediate,19.850993335528386,High,Manufacturing,North,Low
4591.792682461391,46.16820515247039,14.595421973002203,12,7,Intermediate,13.360979033941973,Medium,Technology,South,Low
1248.8707213529642,79.55495836729182,50.123281088242976,11,2,Basic,5.371331629187317,Low,Manufacturing,West,High
4060.5302619352105,95.24890916944082,22.938718578295727,16,3,Advanced,32.96570971670657,Medium,Technology,North,Low
1364.5131965737858,57.008121731137095,52.94289523981519,2,5,Intermediate,5.38726931335658,Medium,Technology,South,Medium
4644.431001692953,36.86218624088531,37.338673415336046,6,11,Intermediate,21.061070542251823,Medium,Mining,West,Medium
2792.3221710560147,68.31306647516419,70.68147065072127,14,11,Basic,28.903854943894352,Medium,Technology,North,High
3838.533765475592,57.063030242168935,42.484077105984134,15,8,Intermediate,3.4803717303631077,High,Manufacturing,South,High
3721.815826262862,51.06223887617985,25.72664785749496,19,1,Basic,9.954748497373282,High,Manufacturing,East,Low
4413.5717263708775,71.42038510490654,53.08405270983404,19,5,Basic,8.480561579500904,High,Manufacturing,West,Low
4917.861816822777,19.116695008379146,25.45726954863933,14,1,Advanced,34.72924282552805,Low,Mining,East,High
3698.272537966242,73.09915955293357,23.26467445516925,8,7,Basic,11.159067535453936,Medium,Manufacturing,West,Medium
3578.331587083555,60.860634622707565,42.62952488457391,12,8,Advanced,13.711366625267697,High,Manufacturing,East,Low
4294.975858023283,24.40657025738175,26.40123449845831,19,9,Intermediate,20.24930509505704,High,Mining,South,Medium
1962.4533286002056,88.6128994273801,11.208789624609189,14,1,Advanced,9.331387354907026,Low,Technology,South,Medium
1495.7804321836452,16.775576412845535,49.151231331374355,15,1,Basic,26.876022882904614,Medium,Manufacturing,West,Medium
2575.315335216442,42.66081388232762,67.52384184334616,13,10,Advanced,38.157807882272486,Low,Technology,East,Medium
2646.963296181537,99.44171058416747,24.580270806986928,19,6,Basic,27.765085121333705,Low,Mining,West,Low
4713.5399519612765,49.97227944643591,34.77057472773099,11,3,Intermediate,30.788490017552487,High,Manufacturing,West,Medium
4748.515639336403,68.71010527794374,27.609461687069388,8,1,Advanced,35.17034242980186,Medium,Manufacturing,South,Medium
4471.240456754278,84.00786150875606,15.357748831251282,15,2,Advanced,31.024807596189103,High,Technology,East,Medium
1101.0834878933017,17.71485812109233,37.096663792207934,15,7,Basic,9.09413221624391,High,Manufacturing,North,Medium
3424.7400524907093,51.3652701996997,20.404790110280338,5,6,Advanced,27.969942261538264,Medium,Mining,East,High
1513.7572115906814,62.56378823208739,34.39002199309863,6,10,Basic,22.748545440012432,Low,Manufacturing,West,High
4644.0150870184825,77.10668629432577,41.789798483978956,1,8,Basic,38.22497744935257,Low,Mining,West,High
3341.3763325364125,14.014703240646734,18.90692142596745,6,1,Basic,6.380218510895288,Medium,Manufacturing,North,High
3241.999885930784,25.095783895696023,15.629249455232124,3,10,Advanced,36.54710616906974,High,Manufacturing,North,Medium
3046.788119774751,28.54270851687353,62.2388846972225,12,9,Intermediate,34.09356327676642,Medium,Manufacturing,North,Medium
4604.525201353068,79.4172081510301,60.5014918945102,1,9,Advanced,12.61911979212699,Medium,Technology,West,Medium
1317.1234576139605,46.37380035643376,76.73831573503409,5,5,Intermediate,18.739437447125795,Medium,Mining,North,Medium
3224.770780507495,87.08210994976022,63.86635728239417,7,6,Basic,12.370889379786707,Low,Mining,North,Medium
3916.420732924221,19.34703372153107,51.109005321325796,4,3,Basic,8.13862013260815,Low,Mining,East,Low
2616.4661866754313,55.045304226664186,12.527782007000827,4,9,Basic,25.661656572199494,Medium,Mining,East,Low
4289.110333674904,91.3574954197849,68.56480854844526,17,2,Intermediate,4.7407843119732584,Low,Mining,North,Medium
4645.6090379798425,75.80824299346338,67.28192430503853,12,9,Advanced,9.904275592342557,Medium,Technology,East,Low
3535.6049979963695,16.610941725839268,48.964573802992966,3,5,Basic,24.36491735746458,High,Technology,East,High
3426.42684145391,18.41329162855667,22.43743557115532,7,1,Intermediate,3.141882602041828,High,Technology,North,High
4917.255086275651,44.17194662222609,79.96344825766816,7,5,Advanced,8.901197854525975,Low,Manufacturing,South,Medium
1321.8306298072919,79.0231769000084,24.94951898798568,8,3,Basic,22.34699429545993,Low,Technology,North,Low
1151.1064281269516,65.08082717007866,41.69381696729903,6,2,Advanced,4.951184729684459,High,Manufacturing,East,Low
1234.644431920541,80.70350755951563,24.76457831766658,11,1,Basic,8.416955345156634,Medium,Technology,South,Medium
4354.845760343156,18.669051833614308,31.579193277389784,7,7,Basic,31.808683110228976,High,Manufacturing,South,Low
4786.9408035914585,73.39705597074482,54.904030770612096,5,9,Basic,21.87335426374714,Low,Technology,South,Low
2669.247198624661,96.92601054914361,16.859267545462373,9,1,Advanced,1.6001496986720287,Low,Manufacturing,West,High
4645.74063289398,57.18666414704406,20.337424633543918,6,1,Basic,0.41363183211032606,Low,Manufacturing,North,Low
4484.016205684297,81.0391085336927,26.62326466284742,5,1,Intermediate,34.0105746416148,High,Manufacturing,West,Medium
3550.5078208327627,20.108712019034094,56.54201088444871,19,8,Advanced,28.237582647172786,Medium,Manufacturing,East,Low
3725.634434932753,99.36647566315177,30.640097887715807,19,3,Basic,39.563672291463554,Medium,Technology,South,Low
1412.5694648037424,29.76794906661462,63.32772489313004,11,7,Basic,35.62246904402474,High,Technology,North,High
3247.1691349637285,61.76762069961896,50.39342232108791,3,11,Intermediate,25.58335149610631,Low,Manufacturing,South,High
4397.351843482235,21.775762110589497,71.11524699393263,7,1,Basic,38.70321883573278,Medium,Manufacturing,East,Low
3789.2627827532206,29.332375029236694,62.96675049203991,1,3,Advanced,37.66288756942202,Medium,Technology,West,High
2060.7971587378256,25.16771061787901,63.251499638249776,16,3,Basic,4.096648403103349,Low,Mining,West,Medium
2813.8307106472603,94.99854885644565,70.56624809385377,12,6,Intermediate,21.50819517919968,Low,Manufacturing,North,Low
3953.215665708127,38.47636887413839,17.70700350550168,4,11,Advanced,37.211783012257904,Low,Mining,East,High
2346.088372798975,27.99363898525617,49.05012410851475,7,2,Intermediate,0.33453703769549925,Medium,Technology,West,Medium
4075.7435829906967,73.94967701021011,73.88603234075133,17,1,Basic,30.33890315788046,Low,Manufacturing,West,Low
2171.328235101848,38.36193424290984,53.50131636136696,9,7,Advanced,8.180051078092498,Medium,Mining,North,High
1406.2669378829637,41.73255496169854,36.03629232322692,19,6,Intermediate,23.90184743640234,Medium,Technology,South,Low
1512.8444384279373,52.529158057276064,30.311813052034367,13,3,Basic,12.748414926231293,Low,Technology,North,High
3715.612692090556,26.491791027896596,68.30132154844674,9,9,Basic,16.778751805838482,High,Mining,North,Medium
3906.8268860750727,87.73748601009932,16.067918684962073,17,7,Advanced,31.7453440504257,Medium,Manufacturing,South,Low
2049.7899152546916,74.83378541133241,71.45383442199949,13,2,Advanced,29.738331820773066,High,Mining,East,Low
3147.802205475658,45.41371790724634,34.1677069093813,14,1,Advanced,34.76005294603064,Medium,Technology,North,Low
3892.19646700758,57.71162488246161,62.33005332237124,8,3,Basic,36.33722923874493,Low,Mining,North,High
3914.5141610054243,27.759645166770024,28.877805103329873,12,2,Advanced,26.221279600278137,Medium,Technology,East,High
1363.3351919712325,71.91202857619558,46.11895165577312,4,9,Intermediate,31.740814439824035,Medium,Technology,South,Medium
4895.646525616212,59.32366043326508,67.47557585823866,6,3,Basic,1.0333866323450813,High,Technology,West,Low
1180.9347964368208,81.81382126516074,33.3865815959371,5,5,Intermediate,11.747520306155486,Low,Technology,East,High
3570.4893005883646,19.69329487667597,30.152596312415948,10,5,Advanced,25.8720286786044,High,Technology,South,Low
2524.2910802572796,98.34146970995467,30.764234125891935,1,4,Intermediate,31.853755770188478,Low,Mining,North,Low
3041.382819026105,54.32141755503963,53.444136563729735,10,10,Intermediate,37.7778104438501,High,Manufacturing,South,Low
2794.2412535512276,71.91123739356706,33.240672444909706,14,4,Intermediate,17.78774443805254,High,Technology,South,High
4433.566546761113,21.822502354527376,14.973061753081502,8,9,Advanced,6.4579625136628716,Medium,Mining,South,High
2675.3061531625817,95.61997540282422,50.56767125139189,1,9,Intermediate,2.3855645017345184,Medium,Technology,East,Low
2540.0314152370643,96.25417013995957,39.92916803531273,17,11,Basic,16.171408316288712,Low,Technology,South,Medium
4346.134370236592,70.90395596975253,41.09614905381199,12,5,Basic,13.449886365252635,Low,Technology,South,Low
3233.2228532270924,45.93533827886446,35.4286650599907,6,8,Advanced,4.2457247417440325,Medium,Mining,East,Medium
2914.5144884706833,77.72045878354234,36.644759597016375,12,3,Advanced,7.920194435787944,Medium,Manufacturing,East,Low
2146.9690216888985,30.805346255076916,55.34176911793221,8,6,Basic,31.66351529186956,High,Technology,West,Medium
2460.1754603218083,53.41420338192991,52.8106294326056,11,9,Basic,1.1147439506330414,Low,Manufacturing,South,High
2003.5473098012346,96.12408530076985,22.450232873967373,4,10,Intermediate,17.50827411629992,Medium,Mining,South,Medium
2167.4458008372285,32.913660226483245,31.775438032019927,18,4,Basic,20.776000473701906,High,Technology,East,Medium
3289.240294937775,49.9375989141448,71.16489363953238,16,6,Intermediate,29.01449601856576,High,Mining,South,High
2586.696808700238,26.34786614591001,74.92405197393924,10,2,Basic,1.0538402962608417,High,Technology,West,High
3315.5692327291067,42.645098651090365,33.58223389592139,14,2,Intermediate,39.21522053129252,High,Manufacturing,South,High
4572.298242932548,87.3438101857652,66.51282083314311,1,5,Basic,10.26674013631268,High,Mining,North,High
2100.515023931965,24.422137302815905,12.70758033583352,6,5,Basic,5.409157930185429,High,Manufacturing,West,Medium
2776.1955097422892,33.29749802599794,13.4185934018458,13,9,Advanced,39.18393148428497,Medium,Technology,East,High
2157.6537254755694,74.88883758397701,46.80504032615574,4,11,Intermediate,19.240155412558856,Medium,Mining,West,High
3753.658714788921,61.70754360284988,38.507060392459174,9,3,Advanced,33.72683266925779,Low,Manufacturing,West,Medium
2377.8802276197102,16.976175077554043,23.822978260258736,17,10,Advanced,21.397219113989365,Medium,Mining,North,Low
4124.381145018864,41.49439120918157,25.42520207387971,16,6,Intermediate,16.012304113702104,Medium,Manufacturing,South,High
1395.3953736285566,75.58816950468223,74.32800590217846,12,7,Advanced,25.280905094216934,Medium,Mining,East,High
3266.983021063683,58.76075651388714,12.740221989068857,18,9,Advanced,30.103784960365058,Low,Manufacturing,North,Low
2455.248197082894,75.48841145931128,75.41405056401143,16,11,Intermediate,8.511679180468775,Low,Manufacturing,North,Medium
2662.622844263422,51.15254103495744,45.00300360118242,3,9,Intermediate,17.697319421639342,Low,Manufacturing,West,Medium
1463.9344173436198,22.143014786242823,57.743151697501034,4,6,Basic,18.550637787978104,Medium,Manufacturing,South,High
3773.8403908187665,36.96221740807725,18.4906331140525,8,10,Intermediate,25.591541133086476,Medium,Manufacturing,East,Medium
2845.5069768549256,75.75484689156917,12.996944648068625,8,11,Basic,11.673793851883762,Medium,Mining,South,High
3334.9706570270146,24.924546397387754,73.93318199487851,7,2,Basic,7.431429237955287,Low,Technology,East,High
1312.3217739637676,87.2034566749603,71.38061446541565,3,2,Intermediate,3.1050769816910018,High,Manufacturing,North,Medium
4315.793112099458,57.987343676361945,34.68799548482503,14,3,Advanced,24.614673743837624,Medium,Technology,North,Low
1196.6298014522158,94.71256668901219,13.959343984269752,13,5,Basic,6.966759845747008,Medium,Mining,North,Low
3837.066902340291,91.0688860062696,10.45580457803596,14,9,Intermediate,35.055024272461196,High,Technology,East,Medium
4063.4679990529376,79.89815568708448,27.426609674603043,19,2,Advanced,27.714529214082727,High,Manufacturing,South,Medium
4030.4094670917907,46.88155324319261,22.711399051249728,14,6,Advanced,12.90089977641189,High,Mining,South,High
1470.7614155300796,25.407849362683393,27.90943539639115,11,3,Basic,2.7338019983988504,Medium,Mining,East,Low
3197.7793582750455,80.67593415105057,51.44937021534045,15,9,Intermediate,27.78486400178805,High,Technology,North,High
3941.8243544801153,88.00267018822188,40.62658013445085,17,5,Basic,10.324612287012567,Medium,Manufacturing,South,Medium
2609.4000892998843,82.48454966864686,14.186297768508503,4,10,Basic,23.03048357576948,Medium,Manufacturing,North,Medium
2900.796991554127,33.09320589675596,35.129807847657,16,1,Advanced,14.909485196505251,High,Manufacturing,North,High
4767.035794497868,81.4175550216003,72.37205079276927,7,4,Basic,31.30929233348698,Low,Mining,West,High
3830.6152503845738,53.868956210075396,75.05132508987754,10,11,Basic,16.86128476626168,Medium,Manufacturing,North,Low
1274.434420262435,93.06650075497811,69.4888188705438,6,9,Intermediate,21.363371130735285,Low,Technology,East,High
1380.6992607725376,79.61687917049994,45.14127933311625,1,4,Advanced,35.3069368469706,Low,Mining,South,Low
3289.0730298952167,70.72104135759892,38.37305766056222,2,8,Intermediate,14.517274250549136,Medium,Technology,North,High
4691.841121556434,41.61088043369902,30.20800390086944,7,6,Advanced,34.45349971588677,Low,Manufacturing,South,High
4778.869455196344,92.79220446573716,78.10608036980429,13,11,Intermediate,26.348443363272118,High,Technology,North,Medium
2702.99710789695,15.619531229999131,30.50034459371389,5,11,Advanced,10.260123161484348,Medium,Mining,East,Medium
1274.315005560013,10.783594126741418,53.661567409465114,9,5,Intermediate,12.08600708830974,Low,Technology,North,Low
4614.273170500818,65.04197519423796,29.57696011174793,11,8,Intermediate,6.949606805228217,Medium,Manufacturing,North,Medium
1563.0575532665266,48.41740955023801,48.62647604702626,8,5,Basic,31.426035864963534,High,Mining,North,Medium
2160.5387275167905,59.98739001560889,22.729189964596394,18,1,Basic,37.68315497793508,Medium,Technology,North,Low
2541.2858457269517,95.25543314200003,48.22625056585445,1,1,Advanced,18.528083601650707,Low,Manufacturing,East,Medium
1110.3536751010417,22.17689240311165,14.614737969168328,1,4,Advanced,24.75324283320696,High,Technology,North,Medium
3833.673059386139,30.67532699346383,41.47344268250255,5,9,Advanced,34.60108422130571,Medium,Mining,West,High
2734.7977448185693,20.0133064177296,25.312264439211194,3,4,Basic,19.986679754451295,Medium,Manufacturing,West,Medium
1248.7796022030477,51.41740288314906,50.15831803155211,19,5,Intermediate,4.470776133081178,High,Manufacturing,South,Low
3548.5189763911276,92.42128727212155,49.254674051805665,3,11,Basic,3.234333728353942,High,Technology,South,Low
3772.969764166901,62.193963390496805,22.986330958986596,6,8,Advanced,25.720499672318887,Low,Technology,West,Low
4469.278896055341,82.70723253989763,36.94650786799116,4,6,Advanced,8.928597383879634,Low,Mining,West,Medium
4357.00382303591,14.79058831527731,46.67722721337838,13,6,Basic,25.98196605793861,Medium,Mining,North,Low
4482.144204031581,31.198649605238266,76.07358937092191,7,1,Basic,3.936941905294842,Low,Mining,East,High
2406.8667963402536,19.34684952713097,77.38779200597297,9,8,Intermediate,20.563350571915876,Low,Mining,North,Low
2826.95803342662,87.60527118453643,46.611291108033214,3,3,Basic,10.963367638790483,High,Mining,West,Low
3479.3049397188465,25.451854387803678,28.26670970228045,18,1,Advanced,8.823430949350378,High,Mining,North,Medium
2987.8928009540773,93.79341827660215,58.3920777777698,5,8,Intermediate,30.481559690650755,Medium,Mining,North,Low
1367.5410151712097,97.15481977311113,19.38870662866767,19,8,Advanced,31.247349281491537,High,Manufacturing,North,Low
1067.1407931383587,24.841787606843518,16.22193544285618,8,10,Advanced,3.7054454329850106,Medium,Mining,East,Medium
3891.1163555507574,82.44450298158836,61.365386587564785,14,5,Advanced,32.68690984513064,Low,Manufacturing,East,Low
4593.374759319169,84.86802192048357,50.30864218639936,14,3,Intermediate,27.298642142305365,Medium,Manufacturing,West,Medium
3698.981409544254,42.74776924255164,55.35562184860447,16,2,Intermediate,7.26472832992608,High,Technology,North,High
